Wavenumber, 13001_2-22.SPA, 13011_2-22.SPA, 13021_2-22.SPA, 13031_2-22.SPA, 13051_2-22.SPA, 13071_2-22.SPA, 13091_2-22.SPA
1792.16, 94.7703, 94.9082, 96.652, 97.35, 98.1028, 98.337, 98.3967
1792.1, 94.7568, 94.9037, 96.6506, 97.3683, 98.109, 98.3328, 98.3988
1792.04, 94.7405, 94.9032, 96.6494, 97.3848, 98.1159, 98.3305, 98.4006
1791.98, 94.7211, 94.9043, 96.6485, 97.3972, 98.1244, 98.3294, 98.4021
1791.92, 94.6995, 94.9044, 96.6475, 97.4048, 98.1352, 98.3292, 98.4027
1791.86, 94.6777, 94.9009, 96.6461, 97.4085, 98.1491, 98.3295, 98.4021
1791.8, 94.6577, 94.8926, 96.6439, 97.4103, 98.1661, 98.3306, 98.3998
1791.74, 94.6416, 94.8794, 96.6411, 97.4126, 98.1849, 98.333, 98.3957
1791.68, 94.6307, 94.8631, 96.6382, 97.4173, 98.2035, 98.3372, 98.3895
1791.62, 94.6254, 94.8461, 96.636, 97.425, 98.2195, 98.3435, 98.3818
1791.56, 94.6255, 94.8313, 96.6355, 97.4357, 98.2304, 98.3519, 98.3732
1791.5, 94.6304, 94.8209, 96.6373, 97.4482, 98.2347, 98.3621, 98.3647
1791.44, 94.6393, 94.8157, 96.6413, 97.4614, 98.2319, 98.3734, 98.3577
1791.38, 94.6515, 94.8151, 96.6467, 97.4744, 98.2231, 98.3848, 98.3532
1791.32, 94.6665, 94.8177, 96.6521, 97.4865, 98.21, 98.3957, 98.3524
1791.26, 94.6835, 94.8213, 96.6561, 97.4975, 98.1947, 98.4055, 98.3556
1791.2, 94.7015, 94.8243, 96.6574, 97.5073, 98.1794, 98.4142, 98.3629
1791.14, 94.7192, 94.8258, 96.6556, 97.5158, 98.1654, 98.4218, 98.3735
1791.08, 94.7345, 94.8261, 96.6509, 97.5225, 98.1538, 98.4287, 98.3859
1791.02, 94.7453, 94.8259, 96.6443, 97.5269, 98.1449, 98.4355, 98.3983
1790.96, 94.7501, 94.8262, 96.6369, 97.5286, 98.1385, 98.4422, 98.409
1790.9, 94.7481, 94.8276, 96.6298, 97.5275, 98.1343, 98.4487, 98.4163
1790.84, 94.7402, 94.83, 96.6239, 97.5237, 98.1317, 98.4546, 98.4193
1790.78, 94.7284, 94.8328, 96.6195, 97.5176, 98.1303, 98.459, 98.4182
1790.72, 94.7163, 94.8357, 96.6169, 97.5095, 98.1294, 98.4607, 98.4137
1790.66, 94.7074, 94.8388, 96.6165, 97.5002, 98.1288, 98.459, 98.4074
1790.6, 94.705, 94.8428, 96.619, 97.49, 98.1285, 98.4535, 98.4013
1790.54, 94.7109, 94.8492, 96.6254, 97.4796, 98.1291, 98.4445, 98.3974
1790.48, 94.7254, 94.8596, 96.6368, 97.4698, 98.1313, 98.433, 98.3972
1790.42, 94.747, 94.875, 96.6537, 97.4617, 98.1357, 98.4206, 98.4017
1790.36, 94.7732, 94.8952, 96.676, 97.4566, 98.1426, 98.4088, 98.4105
1790.3, 94.8008, 94.919, 96.7022, 97.4556, 98.1513, 98.3991, 98.4225
1790.24, 94.8271, 94.9439, 96.7303, 97.4599, 98.1606, 98.3923, 98.4354
1790.18, 94.8499, 94.9675, 96.7571, 97.4697, 98.1686, 98.3882, 98.4464
1790.11, 94.8683, 94.988, 96.78, 97.4848, 98.1738, 98.386, 98.453
1790.05, 94.8823, 95.0047, 96.7969, 97.5046, 98.1754, 98.3846, 98.4529
1789.99, 94.8928, 95.0182, 96.8069, 97.5278, 98.1739, 98.3826, 98.4455
1789.93, 94.9013, 95.0301, 96.811, 97.5528, 98.1711, 98.3791, 98.4314
1789.87, 94.9094, 95.0422, 96.8111, 97.5777, 98.1693, 98.3736, 98.4126
1789.81, 94.9183, 95.0558, 96.8103, 97.6007, 98.1704, 98.3664, 98.3922
1789.75, 94.9294, 95.0718, 96.8113, 97.6199, 98.1758, 98.3582, 98.3736
1789.69, 94.9437, 95.0903, 96.8164, 97.6334, 98.185, 98.3498, 98.3596
1789.63, 94.9616, 95.1109, 96.8263, 97.6397, 98.1966, 98.3424, 98.3523
1789.57, 94.9837, 95.1337, 96.8404, 97.6384, 98.2088, 98.3371, 98.3523
1789.51, 95.0101, 95.1588, 96.8567, 97.6298, 98.2199, 98.3347, 98.3589
1789.45, 95.0406, 95.1866, 96.8726, 97.6155, 98.2292, 98.3358, 98.3704
1789.39, 95.0749, 95.2177, 96.8857, 97.5981, 98.2369, 98.3406, 98.3845
1789.33, 95.112, 95.252, 96.8944, 97.5807, 98.2441, 98.3487, 98.3987
1789.27, 95.151, 95.2886, 96.8989, 97.5663, 98.2517, 98.3591, 98.4107
1789.21, 95.1905, 95.3261, 96.9006, 97.557, 98.26, 98.3702, 98.4189
1789.15, 95.2289, 95.3624, 96.9017, 97.554, 98.2683, 98.3799, 98.4222
1789.09, 95.265, 95.3957, 96.9051, 97.5569, 98.2754, 98.3867, 98.4203
1789.03, 95.2976, 95.4246, 96.9128, 97.5647, 98.2794, 98.3891, 98.4136
1788.97, 95.3264, 95.4487, 96.9257, 97.5758, 98.2792, 98.3871, 98.4032
1788.91, 95.3519, 95.4686, 96.9432, 97.5887, 98.2743, 98.3815, 98.3907
1788.85, 95.3751, 95.4854, 96.9638, 97.6027, 98.2655, 98.3737, 98.378
1788.79, 95.3977, 95.5005, 96.9853, 97.6172, 98.2539, 98.366, 98.3668
1788.73, 95.4214, 95.5151, 97.0055, 97.6322, 98.2414, 98.3599, 98.3587
1788.67, 95.4476, 95.5301, 97.0227, 97.6473, 98.229, 98.3567, 98.3548
1788.61, 95.4772, 95.546, 97.0363, 97.6616, 98.218, 98.3565, 98.3552
1788.55, 95.5102, 95.5634, 97.046, 97.6736, 98.2087, 98.3587, 98.3594
1788.49, 95.546, 95.5824, 97.0521, 97.6812, 98.2019, 98.3622, 98.3665
1788.43, 95.5833, 95.6034, 97.0553, 97.6825, 98.1978, 98.3659, 98.3749
1788.37, 95.6207, 95.6264, 97.0561, 97.6764, 98.1969, 98.3688, 98.383
1788.31, 95.6564, 95.6514, 97.0554, 97.6632, 98.1994, 98.3705, 98.389
1788.25, 95.6887, 95.6782, 97.0544, 97.6448, 98.2046, 98.371, 98.3919
1788.19, 95.716, 95.7065, 97.0546, 97.6243, 98.2113, 98.3706, 98.3911
1788.13, 95.7374, 95.7362, 97.058, 97.6057, 98.2174, 98.3698, 98.3867
1788.07, 95.7528, 95.7671, 97.0663, 97.5928, 98.2209, 98.3693, 98.3802
1788.01, 95.7631, 95.799, 97.081, 97.5883, 98.22, 98.3696, 98.3732
1787.95, 95.7706, 95.8315, 97.1024, 97.5934, 98.2142, 98.3709, 98.3679
1787.89, 95.7781, 95.8642, 97.1297, 97.6076, 98.204, 98.3736, 98.3661
1787.82, 95.7889, 95.896, 97.1613, 97.6292, 98.1913, 98.3776, 98.3686
1787.76, 95.8054, 95.9257, 97.1945, 97.6559, 98.1782, 98.3828, 98.3753
1787.7, 95.8289, 95.9525, 97.2271, 97.6855, 98.167, 98.3883, 98.3846
1787.64, 95.8585, 95.9759, 97.2571, 97.7165, 98.1589, 98.3934, 98.3945
1787.58, 95.8918, 95.9966, 97.2832, 97.7478, 98.1547, 98.3971, 98.4026
1787.52, 95.9253, 96.0161, 97.3053, 97.7786, 98.1543, 98.3983, 98.4077
1787.46, 95.9555, 96.0361, 97.3237, 97.8077, 98.157, 98.3963, 98.4094
1787.4, 95.98, 96.0583, 97.3392, 97.8339, 98.1623, 98.3909, 98.409
1787.34, 95.9983, 96.0832, 97.3526, 97.8551, 98.17, 98.3821, 98.4087
1787.28, 96.0115, 96.11, 97.3645, 97.8695, 98.1798, 98.3707, 98.4106
1787.22, 96.0223, 96.1367, 97.3757, 97.8761, 98.1916, 98.3576, 98.4164
1787.16, 96.034, 96.1608, 97.3864, 97.875, 98.2052, 98.3442, 98.4265
1787.1, 96.0495, 96.1801, 97.3968, 97.8684, 98.2198, 98.3318, 98.4397
1787.04, 96.0708, 96.1939, 97.4071, 97.8595, 98.2346, 98.322, 98.4534
1786.98, 96.0987, 96.2031, 97.4171, 97.8523, 98.2483, 98.3158, 98.4646
1786.92, 96.1329, 96.2104, 97.4265, 97.85, 98.2597, 98.3141, 98.4707
1786.86, 96.1725, 96.2191, 97.4351, 97.8547, 98.2679, 98.3169, 98.4698
1786.8, 96.2161, 96.232, 97.4425, 97.8667, 98.2722, 98.3234, 98.4616
1786.74, 96.2623, 96.2508, 97.4488, 97.8845, 98.2722, 98.3325, 98.4473
1786.68, 96.3094, 96.2751, 97.4544, 97.9057, 98.2681, 98.3421, 98.4291
1786.62, 96.3558, 96.3027, 97.4597, 97.9278, 98.2604, 98.3506, 98.4099
1786.56, 96.3999, 96.3304, 97.4651, 97.9489, 98.2501, 98.3567, 98.3927
1786.5, 96.4403, 96.355, 97.471, 97.9678, 98.2385, 98.3599, 98.3799
1786.44, 96.476, 96.3746, 97.4772, 97.984, 98.2275, 98.3608, 98.373
1786.38, 96.5068, 96.3887, 97.4832, 97.9975, 98.2185, 98.3606, 98.3725
1786.32, 96.5333, 96.3986, 97.4885, 98.0082, 98.2131, 98.3609, 98.378
1786.26, 96.5564, 96.4069, 97.4927, 98.0158, 98.2119, 98.3629, 98.3883
1786.2, 96.5777, 96.4166, 97.496, 98.0203, 98.215, 98.3673, 98.4018
1786.14, 96.5985, 96.4301, 97.4994, 98.0219, 98.222, 98.3737, 98.4169
1786.08, 96.6197, 96.4489, 97.5045, 98.0219, 98.2318, 98.3812, 98.4322
1786.02, 96.6417, 96.4732, 97.5132, 98.0224, 98.2434, 98.3885, 98.4467
1785.96, 96.6645, 96.502, 97.5272, 98.0259, 98.2561, 98.3947, 98.4595
1785.9, 96.6874, 96.5336, 97.5476, 98.0349, 98.2692, 98.399, 98.4702
1785.84, 96.7102, 96.5662, 97.5745, 98.0507, 98.2826, 98.4015, 98.4784
1785.78, 96.7322, 96.5979, 97.6069, 98.0732, 98.2958, 98.4027, 98.4835
1785.72, 96.7528, 96.6275, 97.6429, 98.1009, 98.3087, 98.4036, 98.4853
1785.66, 96.7717, 96.6546, 97.6798, 98.1306, 98.3207, 98.4052, 98.4836
1785.59, 96.7885, 96.6791, 97.715, 98.1588, 98.3312, 98.4086, 98.4791
1785.53, 96.803, 96.7014, 97.7457, 98.1822, 98.3399, 98.4142, 98.473
1785.47, 96.8153, 96.722, 97.7702, 98.1979, 98.3464, 98.4224, 98.4669
1785.41, 96.8256, 96.7415, 97.7872, 98.2044, 98.3507, 98.4329, 98.4626
1785.35, 96.8347, 96.7604, 97.7969, 98.2006, 98.353, 98.4452, 98.4617
1785.29, 96.8435, 96.7791, 97.8003, 98.1864, 98.3536, 98.4582, 98.4646
1785.23, 96.853, 96.7978, 97.7992, 98.1625, 98.3528, 98.4708, 98.4707
1785.17, 96.8641, 96.8168, 97.7961, 98.13, 98.3508, 98.4816, 98.4785
1785.11, 96.8773, 96.8361, 97.7933, 98.0913, 98.348, 98.4896, 98.4858
1785.05, 96.8934, 96.8555, 97.7923, 98.0497, 98.3445, 98.4941, 98.4907
1784.99, 96.9124, 96.8745, 97.7943, 98.0092, 98.3407, 98.4948, 98.4919
1784.93, 96.9345, 96.8924, 97.7989, 97.9745, 98.3369, 98.492, 98.4891
1784.87, 96.9593, 96.9082, 97.8054, 97.9496, 98.3336, 98.4865, 98.4828
1784.81, 96.986, 96.921, 97.8123, 97.937, 98.3309, 98.4788, 98.4744
1784.75, 97.0133, 96.9303, 97.8182, 97.9377, 98.329, 98.4698, 98.4654
1784.69, 97.0395, 96.9363, 97.8222, 97.9503, 98.3279, 98.4603, 98.4571
1784.63, 97.0628, 96.9397, 97.8237, 97.972, 98.3275, 98.4509, 98.4505
1784.57, 97.0821, 96.9416, 97.8226, 97.9988, 98.328, 98.4425, 98.446
1784.51, 97.0966, 96.9431, 97.8193, 98.0267, 98.3292, 98.4361, 98.444
1784.45, 97.1065, 96.9446, 97.8141, 98.0527, 98.3315, 98.4326, 98.4444
1784.39, 97.1131, 96.946, 97.8075, 98.0744, 98.3351, 98.433, 98.4469
1784.33, 97.1175, 96.946, 97.8003, 98.091, 98.34, 98.4373, 98.451
1784.27, 97.121, 96.9429, 97.7932, 98.1027, 98.3458, 98.4449, 98.4558
1784.21, 97.124, 96.9351, 97.7871, 98.11, 98.3521, 98.4544, 98.4602
1784.15, 97.1264, 96.9217, 97.783, 98.114, 98.358, 98.4638, 98.4631
1784.09, 97.1277, 96.9033, 97.7815, 98.1153, 98.3624, 98.471, 98.4637
1784.03, 97.1273, 96.8816, 97.783, 98.1147, 98.3644, 98.4743, 98.4619
1783.97, 97.1252, 96.8598, 97.7872, 98.1123, 98.3633, 98.4728, 98.4581
1783.91, 97.1223, 96.8412, 97.7932, 98.1087, 98.3587, 98.4664, 98.4534
1783.85, 97.1199, 96.8289, 97.7997, 98.1043, 98.3507, 98.456, 98.4487
1783.79, 97.1192, 96.8245, 97.8058, 98.0998, 98.34, 98.443, 98.4449
1783.73, 97.1207, 96.8285, 97.811, 98.0961, 98.3276, 98.4291, 98.4418
1783.67, 97.1239, 96.8398, 97.8154, 98.0943, 98.3148, 98.4161, 98.439
1783.61, 97.1272, 96.8567, 97.8199, 98.0954, 98.3034, 98.4056, 98.4353
1783.55, 97.1288, 96.877, 97.8257, 98.0998, 98.2948, 98.3994, 98.4298
1783.49, 97.127, 96.8988, 97.8335, 98.1073, 98.2901, 98.3986, 98.4221
1783.43, 97.1216, 96.921, 97.8435, 98.1171, 98.2898, 98.4042, 98.4123
1783.36, 97.1136, 96.9428, 97.8551, 98.1277, 98.2937, 98.4163, 98.4017
1783.3, 97.1055, 96.9641, 97.8668, 98.1375, 98.3008, 98.434, 98.3916
1783.24, 97.1003, 96.9846, 97.8771, 98.1452, 98.3097, 98.4556, 98.3835
1783.18, 97.1009, 97.0043, 97.8851, 98.1503, 98.3189, 98.4784, 98.3785
1783.12, 97.1091, 97.023, 97.8905, 98.1533, 98.3269, 98.4993, 98.3772
1783.06, 97.1253, 97.0405, 97.8945, 98.1556, 98.3327, 98.5156, 98.3793
1783, 97.1484, 97.0569, 97.8987, 98.1588, 98.3357, 98.5254, 98.3842
1782.94, 97.1765, 97.073, 97.9053, 98.1648, 98.336, 98.5278, 98.3911
1782.88, 97.2069, 97.0895, 97.9161, 98.1742, 98.3338, 98.523, 98.399
1782.82, 97.2372, 97.1075, 97.9317, 98.1866, 98.3299, 98.5121, 98.407
1782.76, 97.2655, 97.1274, 97.9515, 98.2004, 98.3252, 98.4966, 98.4142
1782.7, 97.2903, 97.1494, 97.9738, 98.2131, 98.3209, 98.4779, 98.42
1782.64, 97.3112, 97.1722, 97.9959, 98.222, 98.3181, 98.4573, 98.4238
1782.58, 97.3279, 97.1942, 98.0152, 98.2248, 98.3179, 98.436, 98.4253
1782.52, 97.341, 97.2132, 98.0294, 98.2201, 98.321, 98.415, 98.4249
1782.46, 97.3508, 97.2271, 98.0374, 98.208, 98.327, 98.3955, 98.4234
1782.4, 97.3578, 97.2344, 98.0386, 98.1896, 98.3347, 98.3784, 98.4221
1782.34, 97.3623, 97.235, 98.0337, 98.1672, 98.3423, 98.3647, 98.4227
1782.28, 97.3643, 97.2296, 98.0235, 98.1432, 98.3472, 98.3543, 98.4264
1782.22, 97.3635, 97.2199, 98.0093, 98.1204, 98.3475, 98.347, 98.4344
1782.16, 97.3596, 97.2079, 97.9922, 98.1011, 98.3423, 98.3417, 98.4465
1782.1, 97.3525, 97.1955, 97.9729, 98.0868, 98.332, 98.3371, 98.4618
1782.04, 97.3428, 97.1839, 97.9524, 98.0785, 98.3187, 98.332, 98.4784
1781.98, 97.3315, 97.1735, 97.9312, 98.0759, 98.3055, 98.3261, 98.4938
1781.92, 97.3202, 97.1643, 97.9103, 98.0782, 98.2953, 98.3199, 98.5054
1781.86, 97.3107, 97.1558, 97.8906, 98.084, 98.2908, 98.3144, 98.5113
1781.8, 97.3043, 97.148, 97.8731, 98.0914, 98.2928, 98.3113, 98.5106
1781.74, 97.3019, 97.1412, 97.8584, 98.0986, 98.3005, 98.3118, 98.5034
1781.68, 97.3032, 97.1361, 97.847, 98.1041, 98.3119, 98.3164, 98.4912
1781.62, 97.3076, 97.1337, 97.8391, 98.1068, 98.324, 98.3246, 98.4761
1781.56, 97.3139, 97.1349, 97.8338, 98.1063, 98.3341, 98.335, 98.4606
1781.5, 97.321, 97.1398, 97.8305, 98.1028, 98.3402, 98.3458, 98.4467
1781.44, 97.328, 97.1482, 97.8282, 98.097, 98.3416, 98.3554, 98.4358
1781.38, 97.3343, 97.1588, 97.8261, 98.09, 98.3388, 98.3628, 98.4283
1781.32, 97.3395, 97.1703, 97.824, 98.083, 98.3332, 98.368, 98.4238
1781.26, 97.3432, 97.1814, 97.8221, 98.0775, 98.3266, 98.3717, 98.4216
1781.2, 97.3451, 97.191, 97.8217, 98.0749, 98.3206, 98.3755, 98.4207
1781.14, 97.3449, 97.1985, 97.8238, 98.0763, 98.3163, 98.3809, 98.4201
1781.07, 97.3427, 97.204, 97.8299, 98.0821, 98.3143, 98.389, 98.4195
1781.01, 97.339, 97.2076, 97.8406, 98.0922, 98.3147, 98.4005, 98.4183
1780.95, 97.3351, 97.2097, 97.8559, 98.1056, 98.3172, 98.415, 98.4165
1780.89, 97.3323, 97.2106, 97.8747, 98.1205, 98.3218, 98.4316, 98.4139
1780.83, 97.3318, 97.2108, 97.8948, 98.1352, 98.3285, 98.4488, 98.4102
1780.77, 97.3342, 97.2105, 97.9138, 98.1477, 98.3373, 98.4652, 98.4056
1780.71, 97.339, 97.2102, 97.9292, 98.1572, 98.3483, 98.4795, 98.4005
1780.65, 97.3448, 97.21, 97.939, 98.1638, 98.3613, 98.4906, 98.3958
1780.59, 97.3497, 97.2097, 97.9423, 98.1686, 98.3759, 98.4978, 98.3927
1780.53, 97.3516, 97.2087, 97.9395, 98.1733, 98.391, 98.5006, 98.3926
1780.47, 97.349, 97.2059, 97.9316, 98.18, 98.4054, 98.4989, 98.3964
1780.41, 97.3412, 97.2, 97.9204, 98.1899, 98.4182, 98.4922, 98.4041
1780.35, 97.3281, 97.1897, 97.9075, 98.2035, 98.4284, 98.4807, 98.4151
1780.29, 97.3105, 97.1749, 97.8942, 98.2199, 98.4359, 98.4648, 98.4278
1780.23, 97.2891, 97.1561, 97.8813, 98.2375, 98.4412, 98.4453, 98.4406
1780.17, 97.2651, 97.1352, 97.8692, 98.2539, 98.445, 98.424, 98.4518
1780.11, 97.2393, 97.1147, 97.8581, 98.267, 98.448, 98.4035, 98.4602
1780.05, 97.2131, 97.0971, 97.8484, 98.2747, 98.4507, 98.3864, 98.4654
1779.99, 97.1878, 97.0846, 97.8405, 98.2757, 98.4525, 98.3753, 98.4672
1779.93, 97.165, 97.0779, 97.8351, 98.2692, 98.4525, 98.372, 98.4661
1779.87, 97.1465, 97.0765, 97.8328, 98.2551, 98.4495, 98.377, 98.4624
1779.81, 97.1336, 97.0787, 97.8336, 98.2337, 98.4427, 98.3892, 98.4568
1779.75, 97.1269, 97.0824, 97.8374, 98.206, 98.4319, 98.4063, 98.4499
1779.69, 97.126, 97.0857, 97.8432, 98.1734, 98.4183, 98.4253, 98.4426
1779.63, 97.1294, 97.0874, 97.8502, 98.1383, 98.4039, 98.443, 98.4363
1779.57, 97.1349, 97.0872, 97.8573, 98.1032, 98.3911, 98.4572, 98.432
1779.51, 97.1397, 97.0855, 97.8637, 98.0714, 98.3822, 98.4666, 98.4308
1779.45, 97.1414, 97.0828, 97.869, 98.0457, 98.3788, 98.4712, 98.4327
1779.39, 97.1381, 97.0796, 97.8728, 98.0286, 98.3809, 98.4719, 98.4367
1779.33, 97.1292, 97.076, 97.875, 98.0214, 98.3875, 98.4703, 98.441
1779.27, 97.115, 97.0716, 97.8754, 98.0238, 98.3966, 98.4678, 98.443
1779.21, 97.0971, 97.0657, 97.8739, 98.0342, 98.406, 98.466, 98.4407
1779.15, 97.078, 97.0579, 97.8705, 98.0495, 98.4136, 98.4656, 98.4331
1779.09, 97.0606, 97.0479, 97.8655, 98.0657, 98.4181, 98.4673, 98.4206
1779.03, 97.0477, 97.036, 97.8594, 98.0789, 98.4188, 98.4712, 98.4055
1778.97, 97.0412, 97.0227, 97.853, 98.0857, 98.4159, 98.4773, 98.3912
1778.91, 97.0418, 97.0087, 97.8468, 98.0847, 98.4098, 98.4853, 98.3811
1778.84, 97.0485, 96.9944, 97.8409, 98.0763, 98.4011, 98.4943, 98.3783
1778.78, 97.0588, 96.9802, 97.8348, 98.0629, 98.3904, 98.5031, 98.3843
1778.72, 97.0693, 96.9662, 97.8274, 98.0484, 98.378, 98.5101, 98.3989
1778.66, 97.0761, 96.9524, 97.8177, 98.0369, 98.3641, 98.5139, 98.4203
1778.6, 97.0765, 96.939, 97.805, 98.0317, 98.3491, 98.513, 98.4454
1778.54, 97.069, 96.9263, 97.7894, 98.0341, 98.3334, 98.507, 98.4705
1778.48, 97.054, 96.9149, 97.7722, 98.0431, 98.3177, 98.496, 98.4921
1778.42, 97.0332, 96.9054, 97.7555, 98.0554, 98.3027, 98.4808, 98.5074
1778.36, 97.0093, 96.8983, 97.7416, 98.0669, 98.2894, 98.4629, 98.5149
1778.3, 96.985, 96.8938, 97.7326, 98.0733, 98.2785, 98.4439, 98.5144
1778.24, 96.9623, 96.8915, 97.7292, 98.072, 98.2705, 98.4253, 98.5069
1778.18, 96.9419, 96.8908, 97.7313, 98.0629, 98.2656, 98.4081, 98.4944
1778.12, 96.9238, 96.8904, 97.7373, 98.048, 98.2637, 98.393, 98.4792
1778.06, 96.9068, 96.8891, 97.745, 98.0312, 98.2645, 98.3803, 98.4637
1778, 96.89, 96.8857, 97.7524, 98.0163, 98.2678, 98.37, 98.4496
1777.94, 96.8728, 96.8792, 97.7579, 98.0062, 98.2732, 98.3619, 98.438
1777.88, 96.855, 96.8691, 97.7604, 98.0015, 98.2805, 98.3556, 98.4291
1777.82, 96.8374, 96.8553, 97.76, 98.0007, 98.2894, 98.3505, 98.4227
1777.76, 96.8207, 96.8383, 97.7571, 98.0009, 98.2994, 98.3462, 98.4184
1777.7, 96.8059, 96.8192, 97.7523, 97.9986, 98.3099, 98.3421, 98.4158
1777.64, 96.7932, 96.7993, 97.7463, 97.9913, 98.3195, 98.3384, 98.4145
1777.58, 96.7824, 96.7801, 97.7396, 97.9784, 98.3271, 98.3355, 98.4144
1777.52, 96.7728, 96.7625, 97.7325, 97.9611, 98.3312, 98.3344, 98.4154
1777.46, 96.7631, 96.7474, 97.7252, 97.942, 98.3313, 98.336, 98.4172
1777.4, 96.7519, 96.7347, 97.7175, 97.9244, 98.3277, 98.3414, 98.419
1777.34, 96.7381, 96.7234, 97.7093, 97.9111, 98.3216, 98.3509, 98.4201
1777.28, 96.721, 96.7121, 97.7004, 97.9037, 98.3151, 98.3639, 98.4197
1777.22, 96.7005, 96.699, 97.6901, 97.9023, 98.3105, 98.379, 98.4173
1777.16, 96.6774, 96.6824, 97.6781, 97.9057, 98.3092, 98.3942, 98.4127
1777.1, 96.6526, 96.6613, 97.6639, 97.9119, 98.3115, 98.4075, 98.4063
1777.04, 96.6274, 96.6354, 97.6471, 97.9187, 98.3163, 98.4172, 98.399
1776.98, 96.6026, 96.6056, 97.6276, 97.9241, 98.3214, 98.4223, 98.3918
1776.92, 96.5788, 96.5733, 97.6054, 97.9266, 98.3242, 98.4225, 98.3862
1776.86, 96.5557, 96.5406, 97.5807, 97.9254, 98.3225, 98.4181, 98.3835
1776.8, 96.5325, 96.5093, 97.5537, 97.9205, 98.3156, 98.4095, 98.3852
1776.74, 96.5081, 96.4808, 97.5249, 97.9122, 98.3038, 98.3972, 98.3924
1776.68, 96.4817, 96.4557, 97.4952, 97.9016, 98.2889, 98.3817, 98.4055
1776.62, 96.453, 96.4337, 97.4658, 97.89, 98.2731, 98.3639, 98.4241
1776.55, 96.4224, 96.4138, 97.4383, 97.8786, 98.2583, 98.3449, 98.4464
1776.49, 96.391, 96.3947, 97.4145, 97.8686, 98.2456, 98.3265, 98.4693
1776.43, 96.36, 96.3748, 97.3959, 97.8603, 98.2351, 98.311, 98.4894
1776.37, 96.3305, 96.3527, 97.3831, 97.8538, 98.2263, 98.3007, 98.503
1776.31, 96.303, 96.3277, 97.376, 97.8483, 98.219, 98.2972, 98.5078
1776.25, 96.2771, 96.299, 97.3731, 97.843, 98.2131, 98.3011, 98.503
1776.19, 96.2517, 96.2663, 97.3724, 97.8375, 98.2093, 98.3114, 98.4904
1776.13, 96.2255, 96.2297, 97.3716, 97.8318, 98.209, 98.3259, 98.4735
1776.07, 96.1971, 96.1894, 97.3687, 97.8269, 98.2133, 98.3419, 98.4567
1776.01, 96.1659, 96.1462, 97.3626, 97.8239, 98.2228, 98.3564, 98.4443
1775.95, 96.1315, 96.1013, 97.3529, 97.824, 98.2369, 98.3675, 98.4395
1775.89, 96.0942, 96.0564, 97.3401, 97.8274, 98.2538, 98.3745, 98.4433
1775.83, 96.0548, 96.0134, 97.3246, 97.833, 98.2706, 98.3776, 98.4549
1775.77, 96.0138, 95.9744, 97.3069, 97.8381, 98.2841, 98.3784, 98.4719
1775.71, 95.9712, 95.941, 97.2867, 97.8393, 98.2915, 98.3783, 98.491
1775.65, 95.9269, 95.9139, 97.2635, 97.8328, 98.2906, 98.3788, 98.5085
1775.59, 95.8805, 95.8926, 97.2371, 97.8161, 98.281, 98.3809, 98.5215
1775.53, 95.8314, 95.8757, 97.2075, 97.7885, 98.2635, 98.385, 98.5278
1775.47, 95.7794, 95.8605, 97.1755, 97.7517, 98.2406, 98.3909, 98.5262
1775.41, 95.725, 95.8442, 97.1429, 97.7098, 98.2159, 98.3982, 98.5166
1775.35, 95.6688, 95.8239, 97.1116, 97.668, 98.1936, 98.4061, 98.5001
1775.29, 95.6122, 95.7973, 97.0834, 97.6317, 98.1774, 98.4137, 98.4785
1775.23, 95.5564, 95.7631, 97.059, 97.6053, 98.1705, 98.42, 98.4546
1775.17, 95.5026, 95.7212, 97.038, 97.5908, 98.1741, 98.4237, 98.4311
1775.11, 95.4515, 95.6723, 97.0188, 97.588, 98.1875, 98.4242, 98.4109
1775.05, 95.4033, 95.618, 96.9991, 97.5941, 98.208, 98.4211, 98.3958
1774.99, 95.3579, 95.5604, 96.9765, 97.6046, 98.2314, 98.4148, 98.3864
1774.93, 95.3147, 95.5016, 96.9494, 97.6147, 98.2529, 98.4065, 98.3825
1774.87, 95.273, 95.4437, 96.9174, 97.6201, 98.2686, 98.398, 98.3826
1774.81, 95.232, 95.3878, 96.8817, 97.618, 98.2757, 98.3908, 98.3853
1774.75, 95.1908, 95.3347, 96.8449, 97.6077, 98.2741, 98.3861, 98.3894
1774.69, 95.1485, 95.2842, 96.8099, 97.5901, 98.2655, 98.384, 98.3943
1774.63, 95.1043, 95.2354, 96.7796, 97.5677, 98.2528, 98.3839, 98.4002
1774.57, 95.0571, 95.187, 96.7558, 97.5436, 98.2398, 98.3843, 98.4076
1774.51, 95.0064, 95.1374, 96.739, 97.5206, 98.2294, 98.3838, 98.4172
1774.45, 94.9516, 95.0852, 96.7281, 97.5003, 98.2235, 98.3816, 98.4294
1774.39, 94.8926, 95.0294, 96.7206, 97.4835, 98.2226, 98.378, 98.4437
1774.32, 94.8299, 94.9692, 96.7132, 97.4697, 98.226, 98.3741, 98.4593
1774.26, 94.7641, 94.9046, 96.7025, 97.4578, 98.2322, 98.3715, 98.4751
1774.2, 94.6961, 94.8358, 96.6855, 97.4467, 98.2398, 98.3718, 98.4897
1774.14, 94.6266, 94.763, 96.6603, 97.4356, 98.2476, 98.3761, 98.5022
1774.08, 94.5561, 94.6871, 96.6263, 97.4241, 98.2549, 98.384, 98.5115
