Wavenumber, 13001_2-22.SPA, 13011_2-22.SPA, 13021_2-22.SPA, 13031_2-22.SPA, 13051_2-22.SPA, 13071_2-22.SPA, 13091_2-22.SPA
1755.94, 97.8818, 97.7102, 98.1842, 98.3074, 98.4575, 98.5062, 98.506
1755.88, 97.8894, 97.7274, 98.2036, 98.3092, 98.4481, 98.5034, 98.4854
1755.82, 97.8978, 97.7411, 98.2251, 98.3069, 98.4402, 98.5033, 98.4691
1755.76, 97.9052, 97.751, 98.2459, 98.3006, 98.4341, 98.5071, 98.4592
1755.7, 97.9098, 97.7569, 98.2632, 98.2914, 98.4298, 98.5152, 98.4566
1755.64, 97.9106, 97.7591, 98.2754, 98.2811, 98.4272, 98.5266, 98.4612
1755.58, 97.9078, 97.7577, 98.2822, 98.2714, 98.4263, 98.5399, 98.4718
1755.52, 97.9023, 97.7532, 98.2847, 98.2635, 98.4273, 98.5525, 98.4864
1755.46, 97.8958, 97.7463, 98.2845, 98.2576, 98.4307, 98.5622, 98.5021
1755.4, 97.8898, 97.7381, 98.2835, 98.2531, 98.4368, 98.5674, 98.5163
1755.34, 97.8859, 97.73, 98.2826, 98.2495, 98.446, 98.567, 98.5268
1755.28, 97.8847, 97.7235, 98.282, 98.2462, 98.4589, 98.5613, 98.5325
1755.22, 97.8866, 97.7202, 98.2809, 98.244, 98.4756, 98.5512, 98.5337
1755.16, 97.8914, 97.7209, 98.2785, 98.2444, 98.496, 98.5384, 98.5317
1755.1, 97.8986, 97.7259, 98.2739, 98.2493, 98.5194, 98.5248, 98.5284
1755.04, 97.9077, 97.7349, 98.2672, 98.2605, 98.5445, 98.5125, 98.5257
1754.98, 97.918, 97.7467, 98.2588, 98.2789, 98.5691, 98.5032, 98.5248
1754.92, 97.9292, 97.7602, 98.2498, 98.3041, 98.5902, 98.4987, 98.5258
1754.86, 97.9406, 97.7739, 98.2413, 98.334, 98.6047, 98.4999, 98.5281
1754.8, 97.9518, 97.7869, 98.2341, 98.3659, 98.6096, 98.5073, 98.5305
1754.74, 97.9621, 97.7985, 98.2286, 98.3968, 98.603, 98.5205, 98.5321
1754.68, 97.9713, 97.8086, 98.225, 98.4241, 98.5846, 98.5379, 98.5324
1754.62, 97.9788, 97.8172, 98.223, 98.446, 98.556, 98.5575, 98.5318
1754.56, 97.9843, 97.8247, 98.2225, 98.4618, 98.5202, 98.5764, 98.5312
1754.5, 97.9875, 97.831, 98.2236, 98.4714, 98.4814, 98.5922, 98.5317
1754.44, 97.988, 97.836, 98.2262, 98.4752, 98.4437, 98.6028, 98.5343
1754.38, 97.9857, 97.8395, 98.2301, 98.4742, 98.4107, 98.6072, 98.5393
1754.32, 97.9805, 97.8411, 98.2347, 98.4694, 98.3848, 98.6058, 98.5465
1754.26, 97.9731, 97.8408, 98.2389, 98.4621, 98.3669, 98.6002, 98.5549
1754.2, 97.9643, 97.8386, 98.2415, 98.4535, 98.3564, 98.5923, 98.5636
1754.14, 97.9556, 97.8351, 98.2417, 98.4449, 98.3521, 98.5845, 98.5717
1754.08, 97.9485, 97.8308, 98.2391, 98.4372, 98.3521, 98.5781, 98.5782
1754.01, 97.9442, 97.8266, 98.2342, 98.4307, 98.3548, 98.5737, 98.5828
1753.95, 97.9434, 97.8231, 98.2284, 98.425, 98.3588, 98.5708, 98.5852
1753.89, 97.9459, 97.8203, 98.2239, 98.4196, 98.363, 98.5678, 98.5854
1753.83, 97.9506, 97.818, 98.2228, 98.4135, 98.3666, 98.5629, 98.584
1753.77, 97.9562, 97.8157, 98.2267, 98.4063, 98.3693, 98.5548, 98.5815
1753.71, 97.9611, 97.8126, 98.2361, 98.3978, 98.3707, 98.5425, 98.579
1753.65, 97.9644, 97.8083, 98.2504, 98.3885, 98.3708, 98.5264, 98.5775
1753.59, 97.9659, 97.8029, 98.2676, 98.3791, 98.3697, 98.5078, 98.5779
1753.53, 97.9662, 97.7972, 98.2849, 98.3704, 98.3675, 98.4887, 98.5812
1753.47, 97.9668, 97.7924, 98.2992, 98.3629, 98.3649, 98.4713, 98.587
1753.41, 97.9688, 97.7898, 98.3076, 98.3568, 98.3625, 98.4575, 98.5949
1753.35, 97.9735, 97.7907, 98.3085, 98.3522, 98.3612, 98.4487, 98.6032
1753.29, 97.9811, 97.7956, 98.3014, 98.3489, 98.3618, 98.4451, 98.6104
1753.23, 97.9911, 97.8043, 98.2871, 98.3469, 98.3651, 98.4463, 98.6146
1753.17, 98.0024, 97.8156, 98.2677, 98.3461, 98.3718, 98.451, 98.6144
1753.11, 98.0136, 97.8279, 98.2462, 98.3461, 98.382, 98.4581, 98.6094
1753.05, 98.0237, 97.8392, 98.2257, 98.3462, 98.3956, 98.4659, 98.5995
1752.99, 98.0319, 97.8481, 98.2091, 98.345, 98.4119, 98.4735, 98.5859
1752.93, 98.0381, 97.8537, 98.1985, 98.3413, 98.4297, 98.4801, 98.57
1752.87, 98.0425, 97.8557, 98.1952, 98.3341, 98.4473, 98.4854, 98.5536
1752.81, 98.0457, 97.855, 98.199, 98.3235, 98.4629, 98.4891, 98.5385
1752.75, 98.0478, 97.8525, 98.2088, 98.3109, 98.475, 98.4912, 98.5265
1752.69, 98.049, 97.8495, 98.2225, 98.299, 98.4821, 98.4919, 98.5189
1752.63, 98.0489, 97.8472, 98.2374, 98.2909, 98.4838, 98.491, 98.5162
1752.57, 98.0472, 97.8461, 98.2509, 98.2893, 98.4802, 98.4885, 98.5186
1752.51, 98.0436, 97.8466, 98.261, 98.2954, 98.472, 98.4844, 98.525
1752.45, 98.038, 97.8485, 98.2664, 98.3085, 98.4609, 98.4784, 98.534
1752.39, 98.0306, 97.8515, 98.267, 98.3259, 98.4487, 98.4707, 98.5433
1752.33, 98.0221, 97.855, 98.2633, 98.344, 98.4373, 98.4614, 98.5508
1752.27, 98.0135, 97.8586, 98.2566, 98.359, 98.4279, 98.4507, 98.5543
1752.21, 98.0058, 97.862, 98.2478, 98.3682, 98.4214, 98.4394, 98.5524
1752.15, 98.0002, 97.8649, 98.2377, 98.3707, 98.4176, 98.4281, 98.5446
1752.09, 97.9979, 97.8669, 98.2264, 98.3673, 98.4154, 98.4179, 98.5313
1752.03, 97.9997, 97.8679, 98.2138, 98.3603, 98.4136, 98.4098, 98.514
1751.97, 98.0063, 97.8678, 98.1997, 98.3525, 98.4104, 98.4052, 98.4948
1751.91, 98.018, 97.8665, 98.1845, 98.3461, 98.4048, 98.405, 98.476
1751.85, 98.0347, 97.8643, 98.1691, 98.3426, 98.3966, 98.4101, 98.4601
1751.79, 98.0553, 97.8618, 98.1551, 98.3418, 98.3865, 98.4205, 98.4491
1751.72, 98.0783, 97.8597, 98.1442, 98.3428, 98.3762, 98.436, 98.4442
1751.66, 98.1019, 97.8591, 98.1375, 98.3438, 98.3674, 98.4555, 98.4458
1751.6, 98.1241, 97.8607, 98.1356, 98.3429, 98.3618, 98.4772, 98.4533
1751.54, 98.1429, 97.8652, 98.1376, 98.3387, 98.3601, 98.499, 98.4651
1751.48, 98.1573, 97.8727, 98.1422, 98.3305, 98.3621, 98.5185, 98.4791
1751.42, 98.1671, 97.883, 98.1476, 98.3189, 98.3664, 98.5336, 98.493
1751.36, 98.1729, 97.8952, 98.1526, 98.3058, 98.3709, 98.5428, 98.5044
1751.3, 98.1763, 97.9082, 98.1565, 98.2937, 98.3739, 98.5456, 98.5119
1751.24, 98.1787, 97.921, 98.1596, 98.2853, 98.3738, 98.5425, 98.5148
1751.18, 98.1816, 97.9327, 98.1626, 98.283, 98.37, 98.5351, 98.5134
1751.12, 98.1856, 97.9429, 98.1661, 98.2878, 98.3625, 98.5254, 98.5084
1751.06, 98.1907, 97.9514, 98.17, 98.2993, 98.3517, 98.5155, 98.5009
1751, 98.1961, 97.9583, 98.1733, 98.3153, 98.3381, 98.5068, 98.492
1750.94, 98.2009, 97.9639, 98.1749, 98.3325, 98.322, 98.5001, 98.4824
1750.88, 98.2039, 97.9682, 98.1738, 98.3473, 98.3035, 98.4948, 98.4725
1750.82, 98.2045, 97.9714, 98.1697, 98.3564, 98.283, 98.49, 98.4627
1750.76, 98.2024, 97.9731, 98.1634, 98.358, 98.2612, 98.4839, 98.4529
1750.7, 98.1982, 97.9731, 98.1571, 98.3517, 98.2395, 98.4756, 98.4433
1750.64, 98.1925, 97.971, 98.153, 98.3388, 98.2196, 98.4645, 98.434
1750.58, 98.1863, 97.9665, 98.1533, 98.3213, 98.2038, 98.451, 98.4252
1750.52, 98.1801, 97.9599, 98.1592, 98.3016, 98.1938, 98.4365, 98.4174
1750.46, 98.1743, 97.9517, 98.1704, 98.2815, 98.1909, 98.4227, 98.4109
1750.4, 98.1685, 97.9428, 98.1852, 98.2618, 98.1951, 98.4113, 98.406
1750.34, 98.1618, 97.9345, 98.2011, 98.2429, 98.2057, 98.4031, 98.403
1750.28, 98.1532, 97.9278, 98.2152, 98.2242, 98.2211, 98.3986, 98.4018
1750.22, 98.1417, 97.9238, 98.2248, 98.2052, 98.2396, 98.3971, 98.4023
1750.16, 98.1269, 97.9229, 98.2285, 98.1858, 98.2595, 98.3979, 98.4039
1750.1, 98.1091, 97.9253, 98.2258, 98.1661, 98.2792, 98.4001, 98.406
1750.04, 98.0893, 97.9305, 98.2175, 98.1473, 98.2981, 98.4033, 98.4077
1749.98, 98.0692, 97.938, 98.2053, 98.1307, 98.3153, 98.4073, 98.4079
