Wavenumber, 9701_3-1.SPA, 971051_3-1.SPA, 97151_3-1.SPA, 97301_3-1.SPA, 97451_3-1.SPA, 97601_3-1.SPA, 97751_3-1.SPA, 97901_3-1.SPA
1762.27, 95.6039, 98.2213, 96.2411, 97.5252, 97.6076, 97.9302, 98.502, 98.1322
1762.21, 95.6509, 98.2197, 96.2637, 97.5504, 97.6188, 97.9428, 98.5126, 98.1436
1762.15, 95.6909, 98.2141, 96.2911, 97.5738, 97.6262, 97.9544, 98.518, 98.1541
1762.09, 95.7255, 98.2052, 96.3229, 97.5957, 97.6321, 97.965, 98.5188, 98.1646
1762.03, 95.7568, 98.1944, 96.3581, 97.6164, 97.6392, 97.9738, 98.5158, 98.1758
1761.97, 95.7869, 98.1831, 96.3953, 97.6358, 97.65, 97.9804, 98.5103, 98.1882
1761.91, 95.8172, 98.1727, 96.4331, 97.6538, 97.6663, 97.9841, 98.5036, 98.2013
1761.85, 95.8485, 98.1645, 96.47, 97.6699, 97.6882, 97.9847, 98.4972, 98.2142
1761.79, 95.881, 98.1592, 96.5051, 97.6843, 97.7143, 97.9826, 98.4922, 98.2255
1761.73, 95.9142, 98.1572, 96.538, 97.6978, 97.7419, 97.9783, 98.4896, 98.2336
1761.67, 95.948, 98.1585, 96.5689, 97.7115, 97.7678, 97.9731, 98.49, 98.2375
1761.61, 95.982, 98.1632, 96.5986, 97.7271, 97.7892, 97.9681, 98.4933, 98.2373
1761.55, 96.0167, 98.1712, 96.6279, 97.746, 97.8043, 97.9643, 98.4987, 98.2335
1761.49, 96.0527, 98.1822, 96.6575, 97.7687, 97.8129, 97.9625, 98.5053, 98.2278
1761.43, 96.0908, 98.1958, 96.6874, 97.7945, 97.8163, 97.9633, 98.5118, 98.2218
1761.37, 96.1316, 98.2114, 96.717, 97.8218, 97.8166, 97.9668, 98.5174, 98.2176
1761.31, 96.1751, 98.2279, 96.7454, 97.848, 97.8165, 97.9726, 98.5215, 98.2167
1761.25, 96.2204, 98.2444, 96.7716, 97.8708, 97.8185, 97.9803, 98.5243, 98.2199
1761.19, 96.2657, 98.26, 96.795, 97.888, 97.8243, 97.9893, 98.5266, 98.2275
1761.13, 96.3087, 98.2741, 96.8159, 97.899, 97.8347, 97.9989, 98.5291, 98.2384
1761.07, 96.3472, 98.2866, 96.8353, 97.9041, 97.8494, 98.0085, 98.5326, 98.251
1761.01, 96.3795, 98.2979, 96.8545, 97.9052, 97.867, 98.0179, 98.5377, 98.2627
1760.95, 96.4051, 98.3084, 96.8749, 97.9047, 97.8856, 98.0272, 98.5446, 98.2711
1760.89, 96.4248, 98.3186, 96.8976, 97.9054, 97.9029, 98.037, 98.5534, 98.2741
1760.83, 96.4405, 98.3284, 96.9223, 97.9097, 97.917, 98.048, 98.5639, 98.2706
1760.76, 96.455, 98.3372, 96.948, 97.9194, 97.9263, 98.0611, 98.5762, 98.2611
1760.7, 96.4708, 98.3441, 96.9728, 97.9352, 97.9305, 98.0768, 98.5904, 98.2479
1760.64, 96.4897, 98.3483, 96.9945, 97.957, 97.9302, 98.0953, 98.6061, 98.2338
1760.58, 96.5124, 98.3495, 97.011, 97.9835, 97.9269, 98.1158, 98.6225, 98.2224
1760.52, 96.5382, 98.3479, 97.0212, 98.0133, 97.9227, 98.137, 98.6382, 98.2163
1760.46, 96.5655, 98.3448, 97.0249, 98.0444, 97.9195, 98.1572, 98.6516, 98.2168
1760.4, 96.5924, 98.3419, 97.0234, 98.0751, 97.919, 98.1746, 98.661, 98.2234
1760.34, 96.6174, 98.341, 97.0187, 98.104, 97.9217, 98.1879, 98.6652, 98.2338
1760.28, 96.6401, 98.3436, 97.0133, 98.1307, 97.9272, 98.1966, 98.6642, 98.2452
1760.22, 96.661, 98.3505, 97.0099, 98.1549, 97.9345, 98.2011, 98.6591, 98.2546
1760.16, 96.6816, 98.3619, 97.0107, 98.1772, 97.942, 98.2026, 98.6516, 98.2595
1760.1, 96.7039, 98.3773, 97.0169, 98.1983, 97.9482, 98.2031, 98.6441, 98.2591
1760.04, 96.7292, 98.3954, 97.0288, 98.2187, 97.9524, 98.2042, 98.6386, 98.2538
1759.98, 96.7583, 98.4149, 97.0459, 98.2389, 97.9541, 98.2076, 98.6363, 98.2452
1759.92, 96.7907, 98.4343, 97.0668, 98.2587, 97.9538, 98.214, 98.6377, 98.2357
1759.86, 96.825, 98.4518, 97.09, 98.2777, 97.9525, 98.2235, 98.6425, 98.2279
1759.8, 96.8592, 98.4657, 97.114, 98.2954, 97.9516, 98.2354, 98.65, 98.2239
1759.74, 96.8913, 98.4747, 97.1377, 98.311, 97.9523, 98.2487, 98.6592, 98.2252
1759.68, 96.92, 98.4775, 97.1609, 98.324, 97.9556, 98.2625, 98.669, 98.2326
1759.62, 96.9445, 98.4739, 97.1833, 98.3341, 97.9623, 98.2757, 98.6781, 98.2455
1759.56, 96.9653, 98.4642, 97.2054, 98.3412, 97.9724, 98.2878, 98.6853, 98.2626
1759.5, 96.9834, 98.4499, 97.2274, 98.3453, 97.9852, 98.2982, 98.6893, 98.2814
1759.44, 97.0001, 98.433, 97.2494, 98.3468, 97.9998, 98.3066, 98.689, 98.2992
1759.38, 97.0169, 98.416, 97.271, 98.3462, 98.0146, 98.3127, 98.6841, 98.3133
1759.32, 97.0351, 98.401, 97.292, 98.3446, 98.0283, 98.3163, 98.6749, 98.3214
1759.26, 97.0553, 98.3899, 97.3118, 98.3433, 98.0397, 98.3175, 98.663, 98.3225
1759.2, 97.0777, 98.3834, 97.3302, 98.3438, 98.0483, 98.3169, 98.6505, 98.3169
1759.14, 97.1017, 98.3819, 97.3474, 98.3476, 98.0542, 98.315, 98.6396, 98.306
1759.08, 97.1266, 98.3848, 97.364, 98.3556, 98.058, 98.313, 98.6318, 98.2922
1759.02, 97.151, 98.3914, 97.3805, 98.3681, 98.0606, 98.3119, 98.6276, 98.2779
1758.96, 97.1738, 98.4005, 97.3977, 98.3843, 98.063, 98.3122, 98.6265, 98.265
1758.9, 97.1938, 98.4112, 97.4159, 98.4026, 98.0658, 98.3141, 98.6269, 98.2549
1758.84, 97.2105, 98.4224, 97.435, 98.4209, 98.0692, 98.3169, 98.6271, 98.2479
1758.78, 97.2238, 98.4328, 97.4546, 98.4372, 98.0732, 98.3198, 98.6258, 98.2435
1758.72, 97.2343, 98.4416, 97.474, 98.4498, 98.0773, 98.3218, 98.6224, 98.2409
1758.66, 97.2432, 98.4479, 97.4926, 98.4578, 98.0816, 98.3222, 98.6172, 98.2394
1758.6, 97.2519, 98.4517, 97.51, 98.4611, 98.0859, 98.321, 98.6109, 98.2388
1758.53, 97.2617, 98.4533, 97.5259, 98.4598, 98.0905, 98.3188, 98.6042, 98.2392
1758.47, 97.2735, 98.4535, 97.5405, 98.4546, 98.0957, 98.3166, 98.5977, 98.2417
1758.41, 97.2878, 98.4535, 97.5537, 98.4462, 98.1015, 98.3151, 98.5917, 98.2473
1758.35, 97.3044, 98.4539, 97.5655, 98.435, 98.1079, 98.3148, 98.5861, 98.257
1758.29, 97.3225, 98.455, 97.5759, 98.4215, 98.1143, 98.3154, 98.5814, 98.2715
1758.23, 97.3408, 98.456, 97.5847, 98.4064, 98.1202, 98.3164, 98.5781, 98.2904
1758.17, 97.3582, 98.4553, 97.5919, 98.3904, 98.1247, 98.3167, 98.5774, 98.3125
1758.11, 97.3735, 98.451, 97.5977, 98.3744, 98.1273, 98.3157, 98.5803, 98.3359
1758.05, 97.3859, 98.4415, 97.6022, 98.3592, 98.1276, 98.3133, 98.5875, 98.3582
1757.99, 97.3954, 98.4259, 97.6057, 98.3453, 98.1258, 98.3097, 98.5993, 98.3775
1757.93, 97.4023, 98.4046, 97.6084, 98.3331, 98.1228, 98.306, 98.6145, 98.3921
1757.87, 97.4078, 98.3795, 97.6102, 98.3224, 98.1196, 98.3027, 98.6315, 98.4018
1757.81, 97.4133, 98.3535, 97.6106, 98.3131, 98.1177, 98.3003, 98.6479, 98.407
1757.75, 97.4202, 98.3302, 97.6091, 98.305, 98.1187, 98.2984, 98.6617, 98.4091
1757.69, 97.4297, 98.313, 97.6051, 98.2984, 98.1237, 98.2962, 98.6708, 98.4096
1757.63, 97.4422, 98.3049, 97.5981, 98.2934, 98.1332, 98.2926, 98.674, 98.4097
1757.57, 97.4572, 98.3074, 97.5882, 98.2906, 98.1468, 98.2869, 98.6712, 98.4098
1757.51, 97.4736, 98.3209, 97.5759, 98.29, 98.163, 98.2789, 98.6627, 98.4094
1757.45, 97.4896, 98.3446, 97.5624, 98.2913, 98.1796, 98.2691, 98.6496, 98.4076
1757.39, 97.5037, 98.3762, 97.5492, 98.2935, 98.1938, 98.2589, 98.6332, 98.403
1757.33, 97.5146, 98.4128, 97.5379, 98.2953, 98.2031, 98.2494, 98.6154, 98.3951
1757.27, 97.522, 98.451, 97.53, 98.2953, 98.2057, 98.2418, 98.5975, 98.3837
1757.21, 97.5261, 98.4875, 97.5269, 98.2927, 98.2009, 98.2365, 98.5807, 98.3698
1757.15, 97.5278, 98.5194, 97.5292, 98.2873, 98.1893, 98.2332, 98.5657, 98.3546
1757.09, 97.528, 98.5441, 97.5373, 98.2801, 98.1725, 98.2313, 98.5523, 98.3397
1757.03, 97.5275, 98.5605, 97.5507, 98.2727, 98.1528, 98.2301, 98.5399, 98.3264
1756.97, 97.5268, 98.5679, 97.5685, 98.2671, 98.1328, 98.2292, 98.5277, 98.3155
1756.91, 97.526, 98.567, 97.5893, 98.2648, 98.1147, 98.2287, 98.5149, 98.3074
1756.85, 97.5253, 98.5592, 97.6112, 98.2666, 98.1001, 98.2294, 98.5012, 98.302
1756.79, 97.5251, 98.5466, 97.6326, 98.272, 98.0898, 98.2319, 98.4867, 98.2992
1756.73, 97.5261, 98.5313, 97.6517, 98.2796, 98.0839, 98.2369, 98.4721, 98.299
1756.67, 97.529, 98.5157, 97.6675, 98.2872, 98.0819, 98.2444, 98.4583, 98.301
1756.61, 97.5348, 98.5014, 97.6793, 98.2924, 98.0829, 98.2539, 98.4458, 98.3051
1756.55, 97.544, 98.4895, 97.6872, 98.2935, 98.0857, 98.2642, 98.4347, 98.3112
1756.49, 97.5566, 98.4804, 97.6917, 98.2893, 98.0889, 98.2741, 98.4245, 98.3186
1756.43, 97.5722, 98.474, 97.6936, 98.2797, 98.0913, 98.2826, 98.4145, 98.327
1756.37, 97.5896, 98.4694, 97.6937, 98.2655, 98.0916, 98.289, 98.4041, 98.3357
1756.31, 97.6077, 98.4658, 97.6931, 98.2479, 98.0893, 98.2935, 98.3932, 98.3443
1756.24, 97.6258, 98.4624, 97.6925, 98.2287, 98.0845, 98.2965, 98.3822, 98.3526
1756.18, 97.6431, 98.4587, 97.6928, 98.2095, 98.0777, 98.2988, 98.3721, 98.3604
1756.12, 97.6595, 98.4547, 97.6943, 98.1917, 98.0703, 98.3013, 98.3643, 98.3676
1756.06, 97.6752, 98.4505, 97.6972, 98.1762, 98.0635, 98.3044, 98.36, 98.3742
1756, 97.6904, 98.4468, 97.7012, 98.1636, 98.0589, 98.3083, 98.3599, 98.3798
1755.94, 97.7055, 98.4441, 97.7058, 98.1538, 98.0576, 98.3129, 98.3639, 98.3842
1755.88, 97.7206, 98.4426, 97.7098, 98.1468, 98.0602, 98.3176, 98.3713, 98.387
1755.82, 97.7357, 98.4425, 97.7125, 98.1422, 98.0669, 98.322, 98.3807, 98.3877
1755.76, 97.7505, 98.4438, 97.7129, 98.1399, 98.0775, 98.3253, 98.3904, 98.3862
1755.7, 97.7647, 98.4463, 97.7107, 98.1396, 98.0918, 98.3269, 98.3987, 98.3825
1755.64, 97.7777, 98.4498, 97.7064, 98.1412, 98.1092, 98.3265, 98.4039, 98.3768
1755.58, 97.7886, 98.4541, 97.7005, 98.1446, 98.1293, 98.324, 98.405, 98.3696
1755.52, 97.7965, 98.459, 97.6945, 98.1497, 98.1516, 98.3196, 98.4015, 98.3615
1755.46, 97.8006, 98.4639, 97.6897, 98.156, 98.1752, 98.3138, 98.3934, 98.3532
1755.4, 97.8006, 98.4684, 97.6873, 98.1631, 98.1992, 98.3076, 98.3817, 98.3458
1755.34, 97.7965, 98.4715, 97.6884, 98.1701, 98.2223, 98.3022, 98.3676, 98.34
1755.28, 97.7894, 98.4722, 97.6936, 98.1763, 98.2427, 98.2986, 98.3524, 98.3366
1755.22, 97.7807, 98.4696, 97.7031, 98.1806, 98.2589, 98.2977, 98.3375, 98.3362
1755.16, 97.7725, 98.4633, 97.7167, 98.182, 98.269, 98.3, 98.3237, 98.3384
1755.1, 97.7666, 98.4533, 97.7336, 98.1802, 98.2718, 98.3051, 98.3115, 98.3428
1755.04, 97.7643, 98.4401, 97.7526, 98.1748, 98.2659, 98.3124, 98.3007, 98.3482
1754.98, 97.7661, 98.4249, 97.7721, 98.1667, 98.2512, 98.3207, 98.2911, 98.3528
1754.92, 97.7717, 98.409, 97.79, 98.157, 98.2279, 98.3289, 98.2823, 98.3552
1754.86, 97.7801, 98.3939, 97.8044, 98.1476, 98.1977, 98.3356, 98.2739, 98.3539
1754.8, 97.7898, 98.3805, 97.8139, 98.1407, 98.1629, 98.3401, 98.2659, 98.3481
1754.74, 97.7995, 98.3695, 97.8179, 98.1382, 98.127, 98.3418, 98.2583, 98.3377
1754.68, 97.8079, 98.3612, 97.817, 98.1415, 98.0935, 98.3406, 98.2513, 98.3234
1754.62, 97.8144, 98.3554, 97.8127, 98.1507, 98.066, 98.3365, 98.245, 98.3067
1754.56, 97.8184, 98.3516, 97.8073, 98.1652, 98.0473, 98.3296, 98.2393, 98.2897
1754.5, 97.8201, 98.3493, 97.8029, 98.183, 98.0388, 98.3203, 98.2343, 98.2744
1754.44, 97.8199, 98.348, 97.8016, 98.2018, 98.0407, 98.3092, 98.23, 98.263
1754.38, 97.8182, 98.3475, 97.8045, 98.2192, 98.0518, 98.2972, 98.2269, 98.2568
1754.32, 97.816, 98.3476, 97.812, 98.2332, 98.0702, 98.2851, 98.2256, 98.2564
1754.26, 97.8141, 98.3483, 97.824, 98.2428, 98.0935, 98.2744, 98.2267, 98.2613
1754.2, 97.8131, 98.3498, 97.84, 98.2479, 98.12, 98.2662, 98.2309, 98.2704
1754.14, 97.8135, 98.3527, 97.8593, 98.2491, 98.1479, 98.2616, 98.2384, 98.2818
1754.08, 97.8155, 98.3571, 97.881, 98.2474, 98.1766, 98.2611, 98.2492, 98.2937
1754.01, 97.8185, 98.3636, 97.904, 98.2435, 98.2055, 98.2647, 98.2626, 98.3046
1753.95, 97.8221, 98.3725, 97.9268, 98.238, 98.2342, 98.2718, 98.278, 98.3136
1753.89, 97.8258, 98.3838, 97.9475, 98.2313, 98.2619, 98.2811, 98.2942, 98.3206
1753.83, 97.8294, 98.3973, 97.9643, 98.2234, 98.2872, 98.2911, 98.3106, 98.3266
1753.77, 97.833, 98.4123, 97.9753, 98.2147, 98.3082, 98.3002, 98.3265, 98.3326
1753.71, 97.8374, 98.4279, 97.9796, 98.2059, 98.3228, 98.3069, 98.3412, 98.34
1753.65, 97.8432, 98.4427, 97.9774, 98.1981, 98.3291, 98.3101, 98.3545, 98.3495
1753.59, 97.851, 98.455, 97.9697, 98.1925, 98.326, 98.3094, 98.3661, 98.3615
1753.53, 97.8607, 98.4633, 97.9583, 98.1902, 98.3138, 98.3051, 98.3755, 98.3752
1753.47, 97.8717, 98.4665, 97.9454, 98.1917, 98.2943, 98.2985, 98.3828, 98.3892
1753.41, 97.8827, 98.4639, 97.9329, 98.1968, 98.2703, 98.2911, 98.3879, 98.4018
1753.35, 97.8921, 98.4558, 97.9221, 98.2044, 98.2456, 98.2853, 98.391, 98.4109
1753.29, 97.8989, 98.4434, 97.914, 98.2128, 98.2239, 98.2829, 98.3921, 98.4148
1753.23, 97.9024, 98.4284, 97.9088, 98.2203, 98.2079, 98.2855, 98.3912, 98.4125
1753.17, 97.9031, 98.4127, 97.9068, 98.2254, 98.199, 98.2934, 98.3882, 98.4041
1753.11, 97.9023, 98.398, 97.9083, 98.2275, 98.1968, 98.3055, 98.3826, 98.3907
1753.05, 97.9018, 98.3855, 97.9134, 98.2265, 98.1994, 98.3195, 98.3737, 98.3745
1752.99, 97.9032, 98.3757, 97.9218, 98.2233, 98.2044, 98.3325, 98.3607, 98.358
1752.93, 97.9078, 98.3682, 97.9328, 98.2188, 98.2088, 98.3415, 98.3433, 98.3439
1752.87, 97.9158, 98.3624, 97.9451, 98.214, 98.211, 98.3439, 98.3217, 98.3341
1752.81, 97.9265, 98.3576, 97.957, 98.2097, 98.21, 98.3387, 98.2968, 98.3294
1752.75, 97.9383, 98.3534, 97.9668, 98.206, 98.2065, 98.3261, 98.2704, 98.3294
1752.69, 97.9491, 98.3495, 97.9734, 98.2025, 98.202, 98.3079, 98.2452, 98.3326
1752.63, 97.9571, 98.3463, 97.9763, 98.1987, 98.1982, 98.2863, 98.2237, 98.3369
1752.57, 97.961, 98.3441, 97.976, 98.194, 98.1965, 98.2641, 98.2085, 98.3404
1752.51, 97.9604, 98.3429, 97.9734, 98.1882, 98.1977, 98.2432, 98.2011, 98.3416
1752.45, 97.9558, 98.3429, 97.9692, 98.1813, 98.2014, 98.2251, 98.202, 98.3402
1752.39, 97.9488, 98.3435, 97.9638, 98.1741, 98.207, 98.2102, 98.2104, 98.337
1752.33, 97.9412, 98.3443, 97.9569, 98.1671, 98.2132, 98.1982, 98.2244, 98.3333
1752.27, 97.9349, 98.3444, 97.9475, 98.1613, 98.2192, 98.1883, 98.241, 98.3306
1752.21, 97.9313, 98.3433, 97.9349, 98.157, 98.2243, 98.1796, 98.2574, 98.3302
1752.15, 97.931, 98.3405, 97.9188, 98.1543, 98.2285, 98.1713, 98.2712, 98.3324
1752.09, 97.9341, 98.3355, 97.9003, 98.1528, 98.2318, 98.1629, 98.2805, 98.3367
1752.03, 97.9396, 98.3286, 97.8813, 98.1519, 98.2342, 98.154, 98.2847, 98.3418
1751.97, 97.9465, 98.32, 97.8647, 98.1509, 98.2354, 98.1446, 98.2843, 98.3459
1751.91, 97.9534, 98.3106, 97.8534, 98.1492, 98.2351, 98.1353, 98.28, 98.3471
1751.85, 97.9594, 98.3021, 97.8499, 98.1467, 98.2324, 98.1269, 98.2733, 98.344
1751.79, 97.9638, 98.2964, 97.8553, 98.1434, 98.2266, 98.1204, 98.265, 98.336
1751.72, 97.9665, 98.2955, 97.8691, 98.1401, 98.2173, 98.1168, 98.2558, 98.3233
1751.66, 97.9677, 98.3014, 97.8896, 98.1371, 98.2045, 98.117, 98.2462, 98.307
1751.6, 97.9679, 98.3149, 97.9138, 98.1351, 98.1889, 98.1212, 98.2363, 98.2891
1751.54, 97.9677, 98.3352, 97.9384, 98.1346, 98.1717, 98.129, 98.2262, 98.2717
1751.48, 97.9679, 98.3603, 97.9604, 98.1357, 98.1541, 98.1392, 98.2164, 98.2566
1751.42, 97.9691, 98.3865, 97.9774, 98.1385, 98.1374, 98.15, 98.2074, 98.2451
1751.36, 97.9719, 98.4096, 97.9884, 98.1428, 98.1227, 98.1599, 98.2002, 98.2376
1751.3, 97.977, 98.4259, 97.9933, 98.1485, 98.1106, 98.1676, 98.1957, 98.2335
1751.24, 97.9845, 98.4331, 97.9933, 98.1554, 98.1011, 98.1725, 98.1949, 98.2315
1751.18, 97.9943, 98.4311, 97.9897, 98.1633, 98.0943, 98.1748, 98.1986, 98.23
1751.12, 98.0059, 98.421, 97.9845, 98.172, 98.0903, 98.1751, 98.2072, 98.2276
1751.06, 98.0179, 98.4059, 97.9789, 98.181, 98.0893, 98.1741, 98.2206, 98.2233
1751, 98.0289, 98.389, 97.974, 98.1902, 98.092, 98.1721, 98.2382, 98.2167
1750.94, 98.0369, 98.3731, 97.9702, 98.1991, 98.0991, 98.1693, 98.2587, 98.2079
1750.88, 98.0403, 98.3601, 97.9675, 98.2075, 98.1111, 98.1657, 98.2802, 98.1975
1750.82, 98.0382, 98.3506, 97.9657, 98.2154, 98.128, 98.1612, 98.3006, 98.1864
1750.76, 98.0305, 98.344, 97.9644, 98.2229, 98.1491, 98.1563, 98.3178, 98.1755
1750.7, 98.0182, 98.3391, 97.9634, 98.2304, 98.1727, 98.1519, 98.3303, 98.1659
1750.64, 98.0031, 98.3347, 97.9623, 98.2382, 98.1965, 98.1489, 98.3373, 98.1588
1750.58, 97.9876, 98.3295, 97.9612, 98.2462, 98.2181, 98.1485, 98.3392, 98.1551
1750.52, 97.9744, 98.3233, 97.9598, 98.2542, 98.2355, 98.1513, 98.3371, 98.1553
1750.46, 97.9652, 98.316, 97.9578, 98.2618, 98.2474, 98.1574, 98.3324, 98.1594
1750.4, 97.9611, 98.3082, 97.9548, 98.2681, 98.2537, 98.166, 98.3264, 98.1669
1750.34, 97.9622, 98.3008, 97.9503, 98.2722, 98.2555, 98.1757, 98.32, 98.1764
1750.28, 97.9674, 98.2944, 97.9442, 98.2731, 98.2543, 98.1851, 98.3134, 98.1865
1750.22, 97.975, 98.2894, 97.9365, 98.2703, 98.252, 98.1926, 98.3062, 98.196
1750.16, 97.9835, 98.2861, 97.9279, 98.2635, 98.2503, 98.1974, 98.298, 98.2039
1750.1, 97.9913, 98.2841, 97.9192, 98.2529, 98.25, 98.1989, 98.2886, 98.2103
1750.04, 97.9977, 98.2832, 97.9117, 98.239, 98.2514, 98.1971, 98.2779, 98.2156
1749.98, 98.0027, 98.283, 97.9066, 98.2227, 98.2543, 98.1921, 98.2664, 98.2207
